a[0]=12,temp_max=12
a[44791]=-48,temp_max=-833348
a[44792]=-48,temp_max=-833396
a[44793]=-48,temp_max=-833444
a[44794]=-48,temp_max=-833492
a[44795]=-48,temp_max=-833540
a[44796]=-48,temp_max=-833588
a[44797]=-48,temp_max=-833636
a[44798]=-48,temp_max=-833684
a[44799]=-48,temp_max=-833732
a[44800]=-48,temp_max=-833780
a[44801]=-48,temp_max=-833828
a[44802]=-48,temp_max=-833876
a[44803]=-48,temp_max=-833924
a[44804]=-48,temp_max=-833972
a[44805]=-48,temp_max=-834020
a[44806]=-48,temp_max=-834068
a[44807]=-48,temp_max=-834116
a[44808]=-48,temp_max=-834164
a[44809]=-48,temp_max=-834212
a[44810]=-48,temp_max=-834260
a[44811]=-48,temp_max=-834308
a[44812]=-48,temp_max=-834356
a[44813]=-48,temp_max=-834404
a[44814]=-48,temp_max=-834452
a[44815]=-48,temp_max=-834500
a[44816]=-48,temp_max=-834548
a[44817]=-48,temp_max=-834596
a[44818]=-48,temp_max=-834644
a[44819]=-48,temp_max=-834692
a[44820]=-48,temp_max=-834740
a[44821]=-48,temp_max=-834788
a[44822]=-48,temp_max=-834836
a[44823]=-48,temp_max=-834884
a[44824]=-48,temp_max=-834932
a[44825]=-48,temp_max=-834980
a[44826]=-48,temp_max=-835028
a[44827]=-48,temp_max=-835076
a[44828]=-48,temp_max=-835124
a[44829]=-48,temp_max=-835172
a[44830]=-48,temp_max=-835220
a[44831]=-48,temp_max=-835268
a[44832]=-48,temp_max=-835316
a[44833]=-48,temp_max=-835364
a[44834]=-48,temp_max=-835412
a[44835]=-48,temp_max=-835460
a[44836]=-48,temp_max=-835508
a[44837]=-48,temp_max=-835556
a[44838]=-48,temp_max=-835604
a[44839]=-48,temp_max=-835652
a[44840]=-48,temp_max=-835700
a[44841]=-48,temp_max=-835748
a[44842]=-48,temp_max=-835796
a[44843]=-48,temp_max=-835844
a[44844]=-48,temp_max=-835892
a[44845]=-48,temp_max=-835940
a[44846]=-48,temp_max=-835988
a[44847]=-48,temp_max=-836036
a[44848]=-48,temp_max=-836084
a[44849]=-48,temp_max=-836132
a[44850]=-48,temp_max=-836180
a[44851]=-48,temp_max=-836228
a[44852]=-48,temp_max=-836276
a[44853]=-48,temp_max=-836324
a[44854]=-48,temp_max=-836372
a[44855]=-48,temp_max=-836420
a[44856]=-48,temp_max=-836468
a[44857]=-48,temp_max=-836516
a[44858]=-48,temp_max=-836564
a[44859]=-48,temp_max=-836612
a[44860]=-48,temp_max=-836660
a[44861]=-48,temp_max=-836708
a[44862]=-48,temp_max=-836756
a[44863]=-48,temp_max=-836804
a[44864]=-48,temp_max=-836852
a[44865]=-48,temp_max=-836900
a[44866]=-48,temp_max=-836948
a[44867]=-48,temp_max=-836996
a[44868]=-48,temp_max=-837044
a[44869]=-48,temp_max=-837092
a[44870]=-48,temp_max=-837140
a[44871]=-48,temp_max=-837188
a[44872]=-48,temp_max=-837236
a[44873]=-48,temp_max=-837284
a[44874]=-48,temp_max=-837332
a[44875]=-48,temp_max=-837380
a[44876]=-48,temp_max=-837428
a[44877]=-48,temp_max=-837476
a[44878]=-48,temp_max=-837524
a[44879]=-48,temp_max=-837572
a[44880]=-48,temp_max=-837620
a[44881]=-48,temp_max=-837668
a[44882]=-48,temp_max=-837716
a[44883]=-48,temp_max=-837764
a[44884]=-48,temp_max=-837812
a[44885]=-48,temp_max=-837860
a[44886]=-48,temp_max=-837908
a[44887]=-48,temp_max=-837956
a[44888]=-48,temp_max=-838004
a[44889]=-48,temp_max=-838052
a[44890]=-48,temp_max=-838100
a[44891]=-48,temp_max=-838148
a[44892]=-48,temp_max=-838196
a[44893]=-48,temp_max=-838244
a[44894]=-48,temp_max=-838292
a[44895]=-48,temp_max=-838340
a[44896]=-48,temp_max=-838388
a[44897]=-48,temp_max=-838436
a[44898]=-48,temp_max=-838484
a[44899]=-48,temp_max=-838532
a[44900]=-48,temp_max=-838580
a[44901]=-48,temp_max=-838628
a[44902]=-48,temp_max=-838676
a[44903]=-48,temp_max=-838724
a[44904]=-48,temp_max=-838772
a[44905]=-48,temp_max=-838820
a[44906]=-48,temp_max=-838868
a[44907]=-48,temp_max=-838916
a[44908]=-48,temp_max=-838964
a[44909]=-48,temp_max=-839012
a[44910]=-48,temp_max=-839060
a[44911]=-48,temp_max=-839108
a[44912]=-48,temp_max=-839156
a[44913]=-48,temp_max=-839204
a[44914]=-48,temp_max=-839252
a[44915]=-48,temp_max=-839300
a[44916]=-48,temp_max=-839348
a[44917]=-48,temp_max=-839396
a[44918]=-48,temp_max=-839444
a[44919]=-48,temp_max=-839492
a[44920]=-48,temp_max=-839540
a[44921]=-48,temp_max=-839588
a[44922]=-48,temp_max=-839636
a[44923]=-48,temp_max=-839684
a[44924]=-48,temp_max=-839732
a[44925]=-48,temp_max=-839780
a[44926]=-48,temp_max=-839828
a[44927]=-48,temp_max=-839876
a[44928]=-48,temp_max=-839924
a[44929]=-48,temp_max=-839972
a[44930]=-48,temp_max=-840020
a[44931]=-48,temp_max=-840068
a[44932]=-48,temp_max=-840116
a[44933]=-48,temp_max=-840164
a[44934]=-48,temp_max=-840212
a[44935]=-48,temp_max=-840260
a[44936]=-48,temp_max=-840308
a[44937]=-48,temp_max=-840356
a[44938]=-48,temp_max=-840404
a[44939]=-48,temp_max=-840452
a[44940]=-48,temp_max=-840500
a[44941]=-48,temp_max=-840548
a[44942]=-48,temp_max=-840596
a[44943]=-48,temp_max=-840644
a[44944]=-48,temp_max=-840692
a[44945]=-48,temp_max=-840740
a[44946]=-48,temp_max=-840788
a[44947]=-48,temp_max=-840836
a[44948]=-48,temp_max=-840884
a[44949]=-48,temp_max=-840932
a[44950]=-48,temp_max=-840980
a[44951]=-48,temp_max=-841028
a[44952]=-48,temp_max=-841076
a[44953]=-48,temp_max=-841124
a[44954]=-48,temp_max=-841172
a[44955]=-48,temp_max=-841220
a[44956]=-48,temp_max=-841268
a[44957]=-48,temp_max=-841316
a[44958]=-48,temp_max=-841364
a[44959]=-48,temp_max=-841412
a[44960]=-48,temp_max=-841460
a[44961]=-48,temp_max=-841508
a[44962]=-48,temp_max=-841556
a[44963]=-48,temp_max=-841604
a[44964]=-48,temp_max=-841652
a[44965]=-48,temp_max=-841700
a[44966]=-48,temp_max=-841748
a[44967]=-48,temp_max=-841796
a[44968]=-48,temp_max=-841844
a[44969]=-48,temp_max=-841892
a[44970]=-48,temp_max=-841940
a[44971]=-48,temp_max=-841988
a[44972]=-48,temp_max=-842036
a[44973]=-48,temp_max=-842084
a[44974]=-48,temp_max=-842132
a[44975]=-48,temp_max=-842180
a[44976]=-48,temp_max=-842228
a[44977]=-48,temp_max=-842276
a[44978]=-48,temp_max=-842324
a[44979]=-48,temp_max=-842372
a[44980]=-48,temp_max=-842420
a[44981]=-48,temp_max=-842468
a[44982]=-48,temp_max=-842516
a[44983]=-48,temp_max=-842564
a[44984]=-48,temp_max=-842612
a[44985]=-48,temp_max=-842660
a[44986]=-48,temp_max=-842708
a[44987]=-48,temp_max=-842756
a[44988]=-48,temp_max=-842804
a[44989]=-48,temp_max=-842852
a[44990]=-48,temp_max=-842900
a[44991]=-48,temp_max=-842948
a[44992]=-48,temp_max=-842996
a[44993]=-48,temp_max=-843044
a[44994]=-48,temp_max=-843092
a[44995]=-48,temp_max=-843140
a[44996]=-48,temp_max=-843188
a[44997]=-48,temp_max=-843236
a[44998]=-48,temp_max=-843284
a[44999]=-48,temp_max=-843332
a[45000]=-48,temp_max=-843380
a[45001]=-48,temp_max=-843428
a[45002]=-48,temp_max=-843476
a[45003]=-48,temp_max=-843524
a[45004]=-48,temp_max=-843572
a[45005]=-48,temp_max=-843620
a[45006]=-48,temp_max=-843668
a[45007]=-48,temp_max=-843716
a[45008]=-48,temp_max=-843764
a[45009]=-48,temp_max=-843812
a[45010]=-48,temp_max=-843860
a[45011]=-48,temp_max=-843908
a[45012]=-48,temp_max=-843956
a[45013]=-48,temp_max=-844004
a[45014]=-48,temp_max=-844052
a[45015]=-48,temp_max=-844100
a[45016]=-48,temp_max=-844148
a[45017]=-48,temp_max=-844196
a[45018]=-48,temp_max=-844244
a[45019]=-48,temp_max=-844292
a[45020]=-48,temp_max=-844340
a[45021]=-48,temp_max=-844388
a[45022]=-48,temp_max=-844436
a[45023]=-48,temp_max=-844484
a[45024]=-48,temp_max=-844532
a[45025]=-48,temp_max=-844580
a[45026]=-48,temp_max=-844628
a[45027]=-48,temp_max=-844676
a[45028]=-48,temp_max=-844724
a[45029]=-48,temp_max=-844772
a[45030]=-48,temp_max=-844820
a[45031]=-48,temp_max=-844868
a[45032]=-48,temp_max=-844916
a[45033]=-48,temp_max=-844964
a[45034]=-48,temp_max=-845012
a[45035]=-48,temp_max=-845060
a[45036]=-48,temp_max=-845108
a[45037]=-48,temp_max=-845156
a[45038]=-48,temp_max=-845204
a[45039]=-48,temp_max=-845252
a[45040]=-48,temp_max=-845300
a[45041]=-48,temp_max=-845348
a[45042]=-48,temp_max=-845396
a[45043]=-48,temp_max=-845444
a[45044]=-48,temp_max=-845492
a[45045]=-48,temp_max=-845540
a[45046]=-48,temp_max=-845588
a[45047]=-48,temp_max=-845636
a[45048]=-48,temp_max=-845684
a[45049]=-48,temp_max=-845732
a[45050]=-48,temp_max=-845780
a[45051]=-48,temp_max=-845828
a[45052]=-48,temp_max=-845876
a[45053]=-48,temp_max=-845924
a[45054]=-48,temp_max=-845972
a[45055]=-48,temp_max=-846020
a[45056]=-48,temp_max=-846068
a[45057]=-48,temp_max=-846116
a[45058]=-48,temp_max=-846164
a[45059]=-48,temp_max=-846212
a[45060]=-48,temp_max=-846260
a[45061]=-48,temp_max=-846308
a[45062]=-48,temp_max=-846356
a[45063]=-48,temp_max=-846404
a[45064]=-48,temp_max=-846452
a[45065]=-48,temp_max=-846500
a[45066]=-48,temp_max=-846548
a[45067]=-48,temp_max=-846596
a[45068]=-48,temp_max=-846644
a[45069]=-48,temp_max=-846692
a[45070]=-48,temp_max=-846740
a[45071]=-48,temp_max=-846788
a[45072]=-48,temp_max=-846836
a[45073]=-48,temp_max=-846884
a[45074]=-48,temp_max=-846932
a[45075]=-48,temp_max=-846980
a[45076]=-48,temp_max=-847028
a[45077]=-48,temp_max=-847076
a[45078]=-48,temp_max=-847124
a[45079]=-48,temp_max=-847172
a[45080]=-48,temp_max=-847220
a[45081]=-48,temp_max=-847268
a[45082]=-48,temp_max=-847316
a[45083]=-48,temp_max=-847364
a[45084]=-48,temp_max=-847412
a[45085]=-48,temp_max=-847460
a[45086]=-48,temp_max=-847508
a[45087]=-48,temp_max=-847556
a[45088]=-48,temp_max=-847604
a[45089]=-48,temp_max=-847652
a[45090]=-48,temp_max=-847700
a[45091]=-48,temp_max=-847748
a[45092]=-48,temp_max=-847796
a[45093]=-48,temp_max=-847844
a[45094]=-48,temp_max=-847892
a[45095]=-48,temp_max=-847940
a[45096]=-48,temp_max=-847988
a[45097]=-48,temp_max=-848036
a[45098]=-48,temp_max=-848084
a[45099]=-48,temp_max=-848132
a[45100]=-48,temp_max=-848180
a[45101]=-48,temp_max=-848228
a[45102]=-48,temp_max=-848276
a[45103]=-48,temp_max=-848324
a[45104]=-48,temp_max=-848372
a[45105]=-48,temp_max=-848420
a[45106]=-48,temp_max=-848468
a[45107]=-48,temp_max=-848516
a[45108]=-48,temp_max=-848564
a[45109]=-48,temp_max=-848612
a[45110]=-48,temp_max=-848660
a[45111]=-48,temp_max=-848708
a[45112]=-48,temp_max=-848756
a[45113]=-48,temp_max=-848804
a[45114]=-48,temp_max=-848852
a[45115]=-48,temp_max=-848900
a[45116]=-48,temp_max=-848948
a[45117]=-48,temp_max=-848996
a[45118]=-48,temp_max=-849044
a[45119]=-48,temp_max=-849092
a[45120]=-48,temp_max=-849140
a[45121]=-48,temp_max=-849188
a[45122]=-48,temp_max=-849236
a[45123]=-48,temp_max=-849284
a[45124]=-48,temp_max=-849332
a[45125]=-48,temp_max=-849380
a[45126]=-48,temp_max=-849428
a[45127]=-48,temp_max=-849476
a[45128]=-48,temp_max=-849524
a[45129]=-48,temp_max=-849572
a[45130]=-48,temp_max=-849620
a[45131]=-48,temp_max=-849668
a[45132]=-48,temp_max=-849716
a[45133]=-48,temp_max=-849764
a[45134]=-48,temp_max=-849812
a[45135]=-48,temp_max=-849860
a[45136]=-48,temp_max=-849908
a[45137]=-48,temp_max=-849956
a[45138]=-48,temp_max=-850004
a[45139]=-48,temp_max=-850052
a[45140]=-48,temp_max=-850100
a[45141]=-48,temp_max=-850148
a[45142]=-48,temp_max=-850196
a[45143]=-48,temp_max=-850244
a[45144]=-48,temp_max=-850292
a[45145]=-48,temp_max=-850340
a[45146]=-48,temp_max=-850388
a[45147]=-48,temp_max=-850436
a[45148]=-48,temp_max=-850484
a[45149]=-48,temp_max=-850532
a[45150]=-48,temp_max=-850580
a[45151]=-48,temp_max=-850628
a[45152]=-48,temp_max=-850676
a[45153]=-48,temp_max=-850724
a[45154]=-48,temp_max=-850772
a[45155]=-48,temp_max=-850820
a[45156]=-48,temp_max=-850868
a[45157]=-48,temp_max=-850916
a[45158]=-48,temp_max=-850964
a[45159]=-48,temp_max=-851012
a[45160]=-48,temp_max=-851060
a[45161]=-48,temp_max=-851108
a[45162]=-48,temp_max=-851156
a[45163]=-48,temp_max=-851204
a[45164]=-48,temp_max=-851252
a[45165]=-48,temp_max=-851300
a[45166]=-48,temp_max=-851348
a[45167]=-48,temp_max=-851396
a[45168]=-48,temp_max=-851444
a[45169]=-48,temp_max=-851492
a[45170]=-48,temp_max=-851540
a[45171]=-48,temp_max=-851588
a[45172]=-48,temp_max=-851636
a[45173]=-48,temp_max=-851684
a[45174]=-48,temp_max=-851732
a[45175]=-48,temp_max=-851780
a[45176]=-48,temp_max=-851828
a[45177]=-48,temp_max=-851876
a[45178]=-48,temp_max=-851924
a[45179]=-48,temp_max=-851972
a[45180]=-48,temp_max=-852020
a[45181]=-48,temp_max=-852068
a[45182]=-48,temp_max=-852116
a[45183]=-48,temp_max=-852164
a[45184]=-48,temp_max=-852212
a[45185]=-48,temp_max=-852260
a[45186]=-48,temp_max=-852308
a[45187]=-48,temp_max=-852356
a[45188]=-48,temp_max=-852404
a[45189]=-48,temp_max=-852452
a[45190]=-48,temp_max=-852500
a[45191]=-48,temp_max=-852548
a[45192]=-48,temp_max=-852596
a[45193]=-48,temp_max=-852644
a[45194]=-48,temp_max=-852692
a[45195]=-48,temp_max=-852740
a[45196]=-48,temp_max=-852788
a[45197]=-48,temp_max=-852836
a[45198]=-48,temp_max=-852884
a[45199]=-48,temp_max=-852932
a[45200]=-48,temp_max=-852980
a[45201]=-48,temp_max=-853028
a[45202]=-48,temp_max=-853076
a[45203]=-48,temp_max=-853124
a[45204]=-48,temp_max=-853172
a[45205]=-48,temp_max=-853220
a[45206]=-48,temp_max=-853268
a[45207]=-48,temp_max=-853316
a[45208]=-48,temp_max=-853364
a[45209]=-48,temp_max=-853412
a[45210]=-48,temp_max=-853460
a[45211]=-48,temp_max=-853508
a[45212]=-48,temp_max=-853556
a[45213]=-48,temp_max=-853604
a[45214]=-48,temp_max=-853652
a[45215]=-48,temp_max=-853700
a[45216]=-48,temp_max=-853748
a[45217]=-48,temp_max=-853796
a[45218]=-48,temp_max=-853844
a[45219]=-48,temp_max=-853892
a[45220]=-48,temp_max=-853940
a[45221]=-48,temp_max=-853988
a[45222]=-48,temp_max=-854036
a[45223]=-48,temp_max=-854084
a[45224]=-48,temp_max=-854132
a[45225]=-48,temp_max=-854180
a[45226]=-48,temp_max=-854228
a[45227]=-48,temp_max=-854276
a[45228]=-48,temp_max=-854324
a[45229]=-48,temp_max=-854372
a[45230]=-48,temp_max=-854420
a[45231]=-48,temp_max=-854468
a[45232]=-48,temp_max=-854516
a[45233]=-48,temp_max=-854564
a[45234]=-48,temp_max=-854612
a[45235]=-48,temp_max=-854660
a[45236]=-48,temp_max=-854708
a[45237]=-48,temp_max=-854756
a[45238]=-48,temp_max=-854804
a[45239]=-48,temp_max=-854852
a[45240]=-48,temp_max=-854900
a[45241]=-48,temp_max=-854948
a[45242]=-48,temp_max=-854996
a[45243]=-48,temp_max=-855044
a[45244]=-48,temp_max=-855092
a[45245]=-48,temp_max=-855140
a[45246]=-48,temp_max=-855188
a[45247]=-48,temp_max=-855236
a[45248]=-48,temp_max=-855284
a[45249]=-48,temp_max=-855332
a[45250]=-48,temp_max=-855380
a[45251]=-48,temp_max=-855428
a[45252]=-48,temp_max=-855476
a[45253]=-48,temp_max=-855524
a[45254]=-48,temp_max=-855572
a[45255]=-48,temp_max=-855620
a[45256]=-48,temp_max=-855668
a[45257]=-48,temp_max=-855716
a[45258]=-48,temp_max=-855764
a[45259]=-48,temp_max=-855812
a[45260]=-48,temp_max=-855860
a[45261]=-48,temp_max=-855908
a[45262]=-48,temp_max=-855956
a[45263]=-48,temp_max=-856004
a[45264]=-48,temp_max=-856052
a[45265]=-48,temp_max=-856100
a[45266]=-48,temp_max=-856148
a[45267]=-48,temp_max=-856196
a[45268]=-48,temp_max=-856244
a[45269]=-48,temp_max=-856292
a[45270]=-48,temp_max=-856340
a[45271]=-48,temp_max=-856388
a[45272]=-48,temp_max=-856436
a[45273]=-48,temp_max=-856484
a[45274]=-48,temp_max=-856532
a[45275]=-48,temp_max=-856580
a[45276]=-48,temp_max=-856628
a[45277]=-48,temp_max=-856676
a[45278]=-48,temp_max=-856724
a[45279]=-48,temp_max=-856772
a[45280]=-48,temp_max=-856820
a[45281]=-48,temp_max=-856868
a[45282]=-48,temp_max=-856916
a[45283]=-48,temp_max=-856964
a[45284]=-48,temp_max=-857012
a[45285]=-48,temp_max=-857060
a[45286]=-48,temp_max=-857108
a[45287]=-48,temp_max=-857156
a[45288]=-48,temp_max=-857204
a[45289]=-48,temp_max=-857252
a[45290]=-48,temp_max=-857300
a[45291]=-48,temp_max=-857348
a[45292]=-48,temp_max=-857396
a[45293]=-48,temp_max=-857444
a[45294]=-48,temp_max=-857492
a[45295]=-48,temp_max=-857540
a[45296]=-48,temp_max=-857588
a[45297]=-48,temp_max=-857636
a[45298]=-48,temp_max=-857684
a[45299]=-48,temp_max=-857732
a[45300]=-48,temp_max=-857780
a[45301]=-48,temp_max=-857828
a[45302]=-48,temp_max=-857876
a[45303]=-48,temp_max=-857924
a[45304]=-48,temp_max=-857972
a[45305]=-48,temp_max=-858020
a[45306]=-48,temp_max=-858068
a[45307]=-48,temp_max=-858116
a[45308]=-48,temp_max=-858164
a[45309]=-48,temp_max=-858212
a[45310]=-48,temp_max=-858260
a[45311]=-48,temp_max=-858308
a[45312]=-48,temp_max=-858356
a[45313]=-48,temp_max=-858404
a[45314]=-48,temp_max=-858452
a[45315]=-48,temp_max=-858500
a[45316]=-48,temp_max=-858548
a[45317]=-48,temp_max=-858596
a[45318]=-48,temp_max=-858644
a[45319]=-48,temp_max=-858692
a[45320]=-48,temp_max=-858740
a[45321]=-48,temp_max=-858788
a[45322]=-48,temp_max=-858836
a[45323]=-48,temp_max=-858884
a[45324]=-48,temp_max=-858932
a[45325]=-48,temp_max=-858980
a[45326]=-48,temp_max=-859028
a[45327]=-48,temp_max=-859076
a[45328]=-48,temp_max=-859124
a[45329]=-48,temp_max=-859172
a[45330]=-48,temp_max=-859220
a[45331]=-48,temp_max=-859268
a[45332]=-48,temp_max=-859316
a[45333]=-48,temp_max=-859364
a[45334]=-48,temp_max=-859412
a[45335]=-48,temp_max=-859460
a[45336]=-48,temp_max=-859508
a[45337]=-48,temp_max=-859556
a[45338]=-48,temp_max=-859604
a[45339]=-48,temp_max=-859652
a[45340]=-48,temp_max=-859700
a[45341]=-48,temp_max=-859748
a[45342]=-48,temp_max=-859796
a[45343]=-48,temp_max=-859844
a[45344]=-48,temp_max=-859892
a[45345]=-48,temp_max=-859940
a[45346]=-48,temp_max=-859988
a[45347]=-48,temp_max=-860036
a[45348]=-48,temp_max=-860084
a[45349]=-48,temp_max=-860132
a[45350]=-48,temp_max=-860180
a[45351]=-48,temp_max=-860228
a[45352]=-48,temp_max=-860276
a[45353]=-48,temp_max=-860324
a[45354]=-48,temp_max=-860372
a[45355]=-48,temp_max=-860420
a[45356]=-48,temp_max=-860468
a[45357]=-48,temp_max=-860516
a[45358]=-48,temp_max=-860564
a[45359]=-48,temp_max=-860612
a[45360]=-48,temp_max=-860660
a[45361]=-48,temp_max=-860708
a[45362]=-48,temp_max=-860756
a[45363]=-48,temp_max=-860804
a[45364]=-48,temp_max=-860852
a[45365]=-48,temp_max=-860900
a[45366]=-48,temp_max=-860948
a[45367]=-48,temp_max=-860996
a[45368]=-48,temp_max=-861044
a[45369]=-48,temp_max=-861092
a[45370]=-48,temp_max=-861140
a[45371]=-48,temp_max=-861188
a[45372]=-48,temp_max=-861236
a[45373]=-48,temp_max=-861284
a[45374]=-48,temp_max=-861332
a[45375]=-48,temp_max=-861380
a[45376]=-48,temp_max=-861428
a[45377]=-48,temp_max=-861476
a[45378]=-48,temp_max=-861524
a[45379]=-48,temp_max=-861572
a[45380]=-48,temp_max=-861620
a[45381]=-48,temp_max=-861668
a[45382]=-48,temp_max=-861716
a[45383]=-48,temp_max=-861764
a[45384]=-48,temp_max=-861812
a[45385]=-48,temp_max=-861860
a[45386]=-48,temp_max=-861908
a[45387]=-48,temp_max=-861956
a[45388]=-48,temp_max=-862004
a[45389]=-48,temp_max=-862052
a[45390]=-48,temp_max=-862100
a[45391]=-48,temp_max=-862148
a[45392]=-48,temp_max=-862196
a[45393]=-48,temp_max=-862244
a[45394]=-48,temp_max=-862292
a[45395]=-48,temp_max=-862340
a[45396]=-48,temp_max=-862388
a[45397]=-48,temp_max=-862436
a[45398]=-48,temp_max=-862484
a[45399]=-48,temp_max=-862532
a[45400]=-48,temp_max=-862580
a[45401]=-48,temp_max=-862628
a[45402]=-48,temp_max=-862676
a[45403]=-48,temp_max=-862724
a[45404]=-48,temp_max=-862772
a[45405]=-48,temp_max=-862820
a[45406]=-48,temp_max=-862868
a[45407]=-48,temp_max=-862916
a[45408]=-48,temp_max=-862964
a[45409]=-48,temp_max=-863012
a[45410]=-48,temp_max=-863060
a[45411]=-48,temp_max=-863108
a[45412]=-48,temp_max=-863156
a[45413]=-48,temp_max=-863204
a[45414]=-48,temp_max=-863252
a[45415]=-48,temp_max=-863300
a[45416]=-48,temp_max=-863348
a[45417]=-48,temp_max=-863396
a[45418]=-48,temp_max=-863444
a[45419]=-48,temp_max=-863492
a[45420]=-48,temp_max=-863540
a[45421]=-48,temp_max=-863588
a[45422]=-48,temp_max=-863636
a[45423]=-48,temp_max=-863684
a[45424]=-48,temp_max=-863732
a[45425]=-48,temp_max=-863780
a[45426]=-48,temp_max=-863828
a[45427]=-48,temp_max=-863876
a[45428]=-48,temp_max=-863924
a[45429]=-48,temp_max=-863972
a[45430]=-48,temp_max=-864020
a[45431]=-48,temp_max=-864068
a[45432]=-48,temp_max=-864116
a[45433]=-48,temp_max=-864164
a[45434]=-48,temp_max=-864212
a[45435]=-48,temp_max=-864260
a[45436]=-48,temp_max=-864308
a[45437]=-48,temp_max=-864356
a[45438]=-48,temp_max=-864404
a[45439]=-48,temp_max=-864452
a[45440]=-48,temp_max=-864500
a[45441]=-48,temp_max=-864548
a[45442]=-48,temp_max=-864596
a[45443]=-48,temp_max=-864644
a[45444]=-48,temp_max=-864692
a[45445]=-48,temp_max=-864740
a[45446]=-48,temp_max=-864788
a[45447]=-48,temp_max=-864836
a[45448]=-48,temp_max=-864884
a[45449]=-48,temp_max=-864932
a[45450]=-48,temp_max=-864980
a[45451]=-48,temp_max=-865028
a[45452]=-48,temp_max=-865076
a[45453]=-48,temp_max=-865124
a[45454]=-48,temp_max=-865172
a[45455]=-48,temp_max=-865220
a[45456]=-48,temp_max=-865268
a[45457]=-48,temp_max=-865316
a[45458]=-48,temp_max=-865364
a[45459]=-48,temp_max=-865412
a[45460]=-48,temp_max=-865460
a[45461]=-48,temp_max=-865508
a[45462]=-48,temp_max=-865556
a[45463]=-48,temp_max=-865604
a[45464]=-48,temp_max=-865652
a[45465]=-48,temp_max=-865700
a[45466]=-48,temp_max=-865748
a[45467]=-48,temp_max=-865796
a[45468]=-48,temp_max=-865844
a[45469]=-48,temp_max=-865892
a[45470]=-48,temp_max=-865940
a[45471]=-48,temp_max=-865988
a[45472]=-48,temp_max=-866036
a[45473]=-48,temp_max=-866084
a[45474]=-48,temp_max=-866132
a[45475]=-48,temp_max=-866180
a[45476]=-48,temp_max=-866228
a[45477]=-48,temp_max=-866276
a[45478]=-48,temp_max=-866324
a[45479]=-48,temp_max=-866372
a[45480]=-48,temp_max=-866420
a[45481]=-48,temp_max=-866468
a[45482]=-48,temp_max=-866516
a[45483]=-48,temp_max=-866564
a[45484]=-48,temp_max=-866612
a[45485]=-48,temp_max=-866660
a[45486]=-48,temp_max=-866708
a[45487]=-48,temp_max=-866756
a[45488]=-48,temp_max=-866804
a[45489]=-48,temp_max=-866852
a[45490]=-48,temp_max=-866900
a[45491]=-48,temp_max=-866948
a[45492]=-48,temp_max=-866996
a[45493]=-48,temp_max=-867044
a[45494]=-48,temp_max=-867092
a[45495]=-48,temp_max=-867140
a[45496]=-48,temp_max=-867188
a[45497]=-48,temp_max=-867236
a[45498]=-48,temp_max=-867284
a[45499]=-48,temp_max=-867332
a[45500]=-48,temp_max=-867380
a[45501]=-48,temp_max=-867428
a[45502]=-48,temp_max=-867476
a[45503]=-48,temp_max=-867524
a[45504]=-48,temp_max=-867572
a[45505]=-48,temp_max=-867620
a[45506]=-48,temp_max=-867668
a[45507]=-48,temp_max=-867716
a[45508]=-48,temp_max=-867764
a[45509]=-48,temp_max=-867812
a[45510]=-48,temp_max=-867860
a[45511]=-48,temp_max=-867908
a[45512]=-48,temp_max=-867956
a[45513]=-48,temp_max=-868004
a[45514]=-48,temp_max=-868052
a[45515]=-48,temp_max=-868100
a[45516]=-48,temp_max=-868148
a[45517]=-48,temp_max=-868196
a[45518]=-48,temp_max=-868244
a[45519]=-48,temp_max=-868292
a[45520]=-48,temp_max=-868340
a[45521]=-48,temp_max=-868388
a[45522]=-48,temp_max=-868436
a[45523]=-48,temp_max=-868484
a[45524]=-48,temp_max=-868532
a[45525]=-48,temp_max=-868580
a[45526]=-48,temp_max=-868628
a[45527]=-48,temp_max=-868676
a[45528]=-48,temp_max=-868724
a[45529]=-48,temp_max=-868772
a[45530]=-48,temp_max=-868820
a[45531]=-48,temp_max=-868868
a[45532]=-48,temp_max=-868916
a[45533]=-48,temp_max=-868964
a[45534]=-48,temp_max=-869012
a[45535]=-48,temp_max=-869060
a[45536]=-48,temp_max=-869108
a[45537]=-48,temp_max=-869156
a[45538]=-48,temp_max=-869204
a[45539]=-48,temp_max=-869252
a[45540]=-48,temp_max=-869300
a[45541]=-48,temp_max=-869348
a[45542]=-48,temp_max=-869396
a[45543]=-48,temp_max=-869444
a[45544]=-48,temp_max=-869492
a[45545]=-48,temp_max=-869540
a[45546]=-48,temp_max=-869588
a[45547]=-48,temp_max=-869636
a[45548]=-48,temp_max=-869684
a[45549]=-48,temp_max=-869732
a[45550]=-48,temp_max=-869780
a[45551]=-48,temp_max=-869828
a[45552]=-48,temp_max=-869876
a[45553]=-48,temp_max=-869924
a[45554]=-48,temp_max=-869972
a[45555]=-48,temp_max=-870020
a[45556]=-48,temp_max=-870068
a[45557]=-48,temp_max=-870116
a[45558]=-48,temp_max=-870164
a[45559]=-48,temp_max=-870212
a[45560]=-48,temp_max=-870260
a[45561]=-48,temp_max=-870308
a[45562]=-48,temp_max=-870356
a[45563]=-48,temp_max=-870404
a[45564]=-48,temp_max=-870452
a[45565]=-48,temp_max=-870500
a[45566]=-48,temp_max=-870548
a[45567]=-48,temp_max=-870596
